ID,RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,RV,logg,[Fe/H],Dist,PQSO,PGal,Pstar,PWD,Pbin,Teff,A0,AG,ABP,ARP,E(BP-RP),GMAG,Rad,Rad-Flame,Lum-Flame,Mass-Flame,Age-Flame,z-Flame,Evol,SpType-ELS,Flags-HS,EWHa,e_EWHa,f_EWHa
15310,75.53745835198,44.47683593992001,205768176598414720,0.0274,0.0191,0.3443,0.0327,1.22,0.78,0.04,-0.938,0.032,1.046,15.257827,0.0027719999999999,15.831706,0.003253,14.513996,0.003919,,,,3.5073,-0.2621,5220.601,0.0,0.0,0.99999833,0.0,1.69e-06,9634.793,2.8685,2.4794,3.0725,1.7169,1.3556,-0.7671,5.0359,2.5385,50.932743,2.46,0.3979999999999999,0.3848827,224.0,B      ,93,0.3115699999999999,0.04147,0
67118,321.37932945556,52.74531410898,2172762799015252096,0.0143,0.0137,0.4878,0.0163,4.803,-3.09,0.019,-3.677,0.017,1.021,14.529937,0.002766,15.230678,0.003257,13.688083,0.003932,13.106012,0.111055,-9.2,3.2027,-1.3889,2688.0933,0.0,0.0,0.99999946,0.0,5.4e-07,6992.698,2.5469,2.0786,2.6532,1.508,1.1451,0.3799,5.1383,3.3027,64.09552,2.529,0.489,0.33193943,266.0,A      ,95,0.44087,0.02607,0
91679,113.66239836811,-1.46454820609,3061310443572229120,0.0148,0.0133,0.3189,0.0193,3.37,-3.079,0.02,1.369,0.016,0.934,13.791655,0.002784,13.971656,0.00298,13.483971,0.003863,13.384834,0.092331,93.6,3.9794,-0.3609,2143.3699,0.0,0.0,0.99991405,0.0,8.594e-05,7606.286,0.4041,0.3649,0.4413,0.2458,0.1955,1.7834,2.1879,2.8193,24.024408,1.998,0.931,0.49068815,264.0,A      ,91,0.41518,0.0298899999999999,0
35469,28.73625906547,19.43131486476,93812840343149440,0.0145,0.0119,1.1262,0.0166,8.811,7.158,0.018,-5.1370000000000005,0.016,0.943,13.359072,0.002775,13.643165,0.002962,12.908734,0.003829,12.698821,0.044967,8.55,4.0381,-0.7333,871.1344,0.0,0.0,0.99995893,0.0,4.108e-05,6231.141,0.2164,0.186,0.2314,0.1303,0.1011,3.4744,1.5042,1.4805,3.006437,1.229,3.5,0.38967285,285.0,F      ,91,0.23749,0.0246,0
9409,307.49969540479,5.38451719711,4245719281136968832,0.0484,0.0274,0.1414,0.0474,7.485,-1.268,0.069,-7.377000000000001,0.043,0.959,15.625189,0.002842,15.496287,0.004263,15.847732,0.005107,,,,4.4479,-0.8986,21335.156000000003,0.0,0.0,4.993e-05,0.9999496,5e-07,24273.734,0.0688,0.0701,0.0808,0.043,0.0379,-1.1033,2.5848,,,,,,,O      ,91,0.30451,0.0667,0
82393,61.428673969280005,31.46680988219,169223605547290496,0.0215,0.0142,0.8412,0.027,1.169,-1.146,0.03,0.2339999999999999,0.02,0.996,14.637731,0.002764,15.100648,0.003245,13.995105,0.0039229999999999,13.775676,0.104495,25.55,4.2098,-0.6235,1054.8848,0.0,0.0,0.99998784,0.0,1.219e-05,6325.2627,1.0853,0.9048,1.1426,0.6483,0.4943,3.6125,1.3647,1.4666,3.090414,1.244,3.072,0.51587284,268.0,F      ,91,0.21558,0.0301,0
37060,300.84091176283,18.92897844268,1822238217218619008,0.0144,0.0131,0.9218,0.0202,0.722,-0.123,0.02,-0.7120000000000001,0.018,1.012,11.369582,0.00279,11.503567,0.002887,11.127205,0.003859,11.022036,0.00792,11.01,3.8659,-0.289,1001.5164,0.0,0.0,0.9999427,0.0,5.726e-05,8135.07,0.4063,0.3739,0.4474,0.2479,0.1995,0.9975,2.7752,2.8442,31.919912,2.146,0.74,0.47412235,259.0,A      ,1,0.44482,0.0127,0
13793,69.4399345874,41.967272621620005,204027821489912960,0.0211,0.0131,0.2783,0.0238,2.63,1.29,0.0279999999999999,-2.292,0.025,1.003,14.785868,0.0027719999999999,15.043759,0.0029739999999999,14.363317000000002,0.003908,,,,3.8942,-1.055,3653.9011,0.0,0.0,0.9999947,0.0,5.27e-06,9689.038,1.4221,1.2974,1.5626,0.8638,0.6987,0.6635,2.5669,2.2619,40.78058,2.3680000000000003,0.368,0.47289303,202.0,B      ,92,0.48465,0.02783,0
13507,47.86699325175999,18.08440537934,58682932734936448,0.0125,0.0106,2.9298,0.0134,5.823,4.234,0.016,-3.998,0.0139999999999999,0.974,13.155868,0.002768,13.567788,0.002971,12.576299,0.0038399999999999,12.427955,0.0258459999999999,26.6,4.4819,-0.3556,338.9092,0.0,0.0,0.9998872,0.0,0.00011274,5304.654,0.1457,0.119,0.1507,0.0869,0.0637,5.3805,0.8668,0.8578,0.5380038,0.882,6.691,0.61675507,247.0,G      ,94,0.09931,0.01971,0
7338,43.20575042451,16.01696392535,33471990103504384,0.0353,0.0278,2.8272,0.0387,25.121,-8.991,0.048,-23.457,0.035,1.081,15.041671,0.002805,15.817168,0.003792,14.187099,0.004207,13.757155,0.147815,-39.92,4.6297,0.3566,342.2196,0.0,0.0,0.99987376,0.0,0.00012623,4446.7495,0.6251,0.4644,0.61,0.3652,0.2448,6.9178,0.6835,0.6915,0.17055938,0.706,8.811,0.6916454000000001,243.0,K      ,92,-0.06176,0.04966,1
40916,41.39058976794,28.49645412067,128666603029177088,0.0152,0.015,0.5302,0.0169,0.44,0.222,0.023,0.38,0.019,1.158,11.869288,0.002761,12.490203,0.0028829999999999,11.114985,0.003812,10.817149,0.009017,-17.78,2.4651,-0.3255,1446.6769,0.0,0.0,0.9999969,0.0,3.11e-06,4777.481,0.5207,0.402,0.5193,0.3069,0.2124,0.6082,10.1024,12.3769,72.44161,2.603,0.556,0.07324141,530.0,K      ,93,0.02294,0.0151,1
43006,300.52222763444,34.75694847517,2058642837915247872,0.0248,0.0298,0.385,0.0349,1.045,0.743,0.032,-0.735,0.036,1.197,13.441752,0.0028829999999999,16.312855,0.0072739999999999,11.986745,0.004488,11.387434,0.010442,-29.4,0.6595,-0.0457,2696.4333,0.0,0.0,0.9999998,0.0,1.8e-07,3558.6675,4.4983,2.6115,4.1132,2.3369,1.7763,-1.3978,86.2086,58.7814,499.24048,1.246,5.511,0.00726036,1138.0,M      ,91,0.10764,0.06356,1
32688,41.41871631035,19.91173049419,84719814757234304,0.0172,0.0157,0.7066,0.0198,11.664,11.04,0.022,-3.767,0.021,1.088,14.109788,0.002767,14.435761,0.002962,13.615563,0.003906,13.435662,0.178405,17.31,3.7107,-0.6079,1808.1475,0.0,0.0,0.9999582,0.0,4.18e-05,5939.887,0.2362,0.2001,0.2504,0.1418,0.1086,2.6181,2.4363,1.8162,3.52625,1.16,6.033,0.2963292999999999,426.0,F      ,93,0.16599,0.03456,0
15280,61.44041405095,18.17637552301,47061713306751488,0.0157,0.0109,1.8684,0.0174,28.703000000000003,8.457,0.021,-27.429,0.0139999999999999,1.075,13.910312,0.002762,14.454074,0.002962,13.182643,0.003852,12.898226,0.079323,22.13,4.2725,-0.4085,514.4126,0.0,0.0,0.99997205,0.0,2.798e-05,5882.8916,1.1851,0.9634,1.2287,0.7045,0.5242,4.377,1.1016,1.1189,1.3505336,1.023,6.125,0.47712356,317.0,F      ,93,0.13927,0.02673,0
83307,265.85053413612,-34.31349635069,4041416311312638080,0.0411,0.0296,0.1851,0.0439,4.9510000000000005,-2.927,0.049,-3.993,0.026,1.079,15.632029,0.002802,17.428015,0.007261,14.325117,0.004148,13.169181,0.0382389999999999,-213.73,2.701,-0.1435,1971.2312,0.0,0.0,0.9999991,0.0,9.1e-07,4907.4834,5.3572,3.6641,5.043,3.0201,2.0228,0.4824,10.0524,17.1038,352.96216,3.669,0.217,0.18527843,670.0,M      ,94,-0.14313,0.05509,0
50174,341.90175977319,61.42389945085999,2207049346840503936,0.0264,0.0253,0.2999,0.0296,4.04,-3.158,0.034,-2.519,0.031,1.1740000000000002,14.284281,0.002842,16.770443,0.005528,12.884707,0.003944,12.227951,0.0161919999999999,-86.8,0.2679,-0.6695,5639.3438,0.0,0.0,1.0,0.0,0.0,3637.9727,5.1206,3.1281,4.5914,2.7538,1.8376,-2.6023,109.6545,51.847,412.42352,1.206,6.167999999999999,0.00432833,1118.0,M      ,92,-0.13459,0.04645,1
48945,355.37966816629995,56.75636531501,1997829738822781568,0.0115,0.0118,1.2288,0.0161,2.9330000000000003,-2.138,0.0139999999999999,-2.008,0.0139999999999999,1.246,12.156733,0.002764,12.386129,0.002897,11.78275,0.003814,11.660092,0.012064,-38.94,4.0693,-0.2551,802.3976,0.0,0.0,0.9999107,0.0,8.932e-05,7669.1,0.6721,0.6013,0.7303,0.4079,0.3224,2.0458,1.9047,1.9159,11.488648,1.7280000000000002,0.939,0.5283396,207.0,A      ,1,0.40886,0.01285,0
40271,49.1825124583,35.89514020683,138350349829269376,0.0152,0.0131,0.6725,0.0176,6.43,-2.235,0.019,-6.029,0.017,1.045,13.667876,0.002762,14.188972,0.002979,12.988207,0.003845,12.738251,0.041124,-45.13,3.6636,-0.0705,1346.994,0.0,0.0,0.9999658,0.0,3.421e-05,5953.978,0.9824,0.7991,1.0141,0.5854,0.4288,2.1438,2.9785,3.0003,10.165757,1.585,2.273,0.3102437,402.0,G      ,95,0.13895,0.02234,0
14265,70.90570673556,43.260712766850006,204676464631049472,0.0497,0.0353,0.1906,0.0575,0.8290000000000001,-0.1159999999999999,0.078,-0.821,0.0579999999999999,0.987,16.611117999999998,0.002823,17.252707,0.005667,15.825564000000002,0.004528,,,,4.3691,-0.5816,2504.4998,0.0,0.0,0.99999964,0.0,3.7e-07,9652.6875,3.129,2.6673,3.3236,1.8697,1.4538,1.9504,1.4195,1.4148,14.734548,,,0.7498022,,B      ,93,0.5226,0.08907,0
93969,78.73125830512,31.91371246601,180597709738207872,0.0225,0.0138,0.6906,0.023,2.947,-0.933,0.032,-2.795,0.021,1.044,14.370773000000002,0.002762,14.774397,0.002938,13.787927,0.003834,13.452107,0.094239,55.52,4.1247,-0.5921,1165.2379,0.0,0.0,0.9999648,0.0,3.525e-05,5947.8003,0.6032,0.5035,0.6347,0.3608,0.2739,3.5374,1.6037,1.8875,3.9279776,1.187,5.457999999999999,0.4928996,418.0,F      ,91,0.17962,0.02522,0
52456,58.11676517619001,29.323813729,167808396642706432,0.0177,0.0117,1.1937,0.018,17.211,-4.73,0.0279999999999999,-16.548,0.016,1.072,13.847453,0.002761,14.31031,0.002972,13.214015,0.0038399999999999,12.946817,0.033443,-0.11,4.1407,-0.6588,767.5279,0.0,0.0,0.9999682,0.0,3.188e-05,5431.505999999999,0.5204,0.4241,0.5397,0.3097,0.2299,3.9939,1.5646,1.6715,2.10483,0.981,12.124,0.4959755999999999,471.0,G      ,94,0.1203299999999999,0.01998,0
19692,35.12141057582,15.55885037694,75994605875202944,0.0318,0.0329,1.1938,0.0434,12.246,9.276,0.046,-7.995,0.04,2.051,13.953366,0.002774,14.328860999999998,0.003069,13.392202,0.003871,13.130168,0.097984,-9.48,4.2611,-0.4813,698.7433,0.0,0.0,0.9999551,0.0,4.491e-05,5926.6465,0.474,0.3968,0.4991,0.2839,0.2152,4.3283,1.1117,1.2938,1.861298,1.069,6.412999999999999,0.45816368,347.0,G      ,92,0.10192,0.03134,0
88620,268.76885051367003,-31.42432990628,4044041017295024640,0.0427,0.0328,0.0452,0.054,6.641,-6.033,0.045,-2.775,0.031,0.928,15.766583,0.002845,17.72295,0.020527,14.427827,0.005196,13.210648,0.353275,-73.88,2.2902,-0.38,2333.038,0.0,0.0,0.99999964,0.0,3.6e-07,4655.654,5.7042,3.8179,5.3078,3.1884,2.1191,0.1019,14.0675,13.4605,77.1733,2.7030000000000003,0.501,0.06267363,529.0,M      ,95,-0.34943,0.13284,1
8411,60.33260185543,13.65470735746,38868805491456896,0.0206,0.0158,1.0984,0.0254,8.687999999999999,6.473,0.0279999999999999,-5.794,0.022,1.035,14.321394,0.002764,14.773264,0.0029739999999999,13.698054,0.0038439999999999,13.46341,0.073268,-4.6,4.2391,-0.5352,864.8934,0.0,0.0,0.99997234,0.0,2.766e-05,5573.2866,0.529,0.4322,0.5484,0.3154,0.233,4.2151,1.3374,1.3703,1.6261271000000002,0.938,13.422,0.54259384,417.0,G      ,95,0.14556,0.02484,0
56821,67.69277181883001,36.17793783058,177909369446417920,0.0138,0.0098,5.9593,0.0161,24.905,-2.219,0.02,-24.806,0.015,0.956,10.860378,0.002766,11.214254,0.002842,10.328861,0.003793,10.115753,0.016255,37.89,4.3147,-0.3271,166.4056,0.0,0.0,0.9998199,0.0,0.00018016,5845.6665,0.2968,0.2488,0.3122,0.1779,0.1343,4.4983,1.0534,1.0561,1.1731948,1.017,5.151,0.504274,292.0,G      ,93,0.13247,0.01258,0
40002,300.39111232827,30.5905247987,2030649684198572416,0.02,0.0285,0.1579,0.0325,5.355,-1.998,0.027,-4.968,0.036,0.975,15.695465,0.002787,17.132324,0.004963,14.536706,0.004019,13.665817,0.8580139999999999,4.18,2.6619,-0.1915,3838.639,0.0,0.0,1.0,0.0,0.0,5024.14,4.0357,2.8656,3.875,2.3081,1.5667,-0.0791,12.2428,13.2185,273.2532,3.562,0.233,0.14028576,493.0,M      ,93,0.05439,0.05504,0
79682,103.42609455062,68.88834524989001,1103352844667317632,0.0556,0.0908,3.5172,0.1393,9.115,4.87,0.08,7.705,0.13,1.4980000000000002,5.086468,0.002915,5.0207690000000005,0.0028899999999999,5.146923999999999,0.003942,,,,3.2299,-1.0916,306.7029,0.0,0.0,0.99999976,2.3e-07,0.0,12282.688999999998,0.0001,0.0001,0.0001,0.0,0.0,-2.2933,8.2671,7.6556,1201.8796,5.013999999999999,,0.3281645,362.0,B      ,91,0.06601,0.01711,0
96688,277.39262884623,-26.656421593910004,4052016668525564800,0.0304,0.0274,0.1066,0.033,4.425,0.46,0.034,-4.401,0.0279999999999999,0.929,15.008492000000002,0.002815,16.351147,0.005982,13.879494,0.003971,12.988869,0.293359,-6.93,1.1356,-0.0808,8426.589,0.0,0.0,0.9999169,0.0,8.308e-05,3836.8691,1.524,1.0239,1.4280000000000002,0.8529,0.575,-0.581,39.9376,36.3173,254.16629,1.965,1.258,0.01032771,1259.0,M      ,94,-0.1683,0.0529,1
39791,306.07819880897006,27.85748094439,1860075264183042432,0.0113,0.015,0.4499,0.0216,7.51,-6.607,0.016,-3.571,0.019,1.113,14.764528,0.002762,15.435263,0.003019,13.961321,0.003841,13.568073000000002,0.04846,-21.23,3.8058,-0.0864,2076.0034,0.0,0.0,0.99999946,0.0,5.5e-07,8252.63,2.9139,2.4455,3.0688,1.7357,1.3335,0.7312,3.0155,3.0287,41.063404,2.275,0.643,0.50358546,263.0,A      ,92,0.42313,0.02315,0
33119,320.41035079185,41.58203324957,1968814696421671808,0.0125,0.0149,5.0229,0.0181,43.364,35.434,0.017,24.998,0.019,1.017,14.695444,0.002773,15.685016,0.003285,13.712315,0.003859,13.251509,0.085157,-17.44,4.6530000000000005,0.0735,197.7153,0.0,0.0,0.99296397,0.0,0.00703605,4127.226,0.7929999999999999,0.5629,0.763,0.4534,0.3096,7.5621,0.6315,0.6094,0.09743957,0.644,4.626,0.6414769,144.0,M      ,999,-0.26009,0.0302,1
72101,74.20175264551,30.375980349570003,156992809996818944,0.0211,0.0116,0.9513,0.0246,0.795,-0.6779999999999999,0.0279999999999999,0.415,0.02,0.999,14.786442,0.002762,15.313879,0.003159,14.090561,0.003899,13.771616,0.125523,9.36,4.2985,-0.5325,931.8439,0.0,0.0,0.9999905,0.0,9.47e-06,6639.144,1.536,1.2756,1.6130000000000002,0.9164,0.6966,3.6763,1.2034,1.3191,3.040646,1.3230000000000002,0.6859999999999999,0.56596416,140.0,F      ,91,0.22378,0.02453,0
37301,300.56305881641003,20.92913958736,1823744818717238912,0.0106,0.011,0.7736,0.0158,2.329,-1.0,0.015,-2.104,0.015,0.855,11.723887,0.002779,11.869358,0.002936,11.464894,0.003854,11.332049,0.018724,-0.44,3.8154,0.2648,1399.1268,0.0,0.0,0.99995023,0.0,4.976e-05,8781.315999999999,0.6913,0.6405,0.7638,0.4223,0.3415,0.3537,3.2465,2.8442,43.220234000000005,2.319,0.57,0.4994053,252.0,A      ,1,0.53366,0.01424,0
40561,296.81473101114,30.27062411877,2032121792847841792,0.0113,0.0139,0.1349,0.017,5.259,-2.9730000000000003,0.015,-4.338,0.018,0.979,14.347960999999998,0.002837,16.298887,0.005213,13.050349,0.004085,12.395738,0.035858,-40.76,0.9364,-0.1855,5214.709,0.0,0.0,0.99999833,0.0,1.68e-06,3757.1223,3.5323,2.25,3.2378,1.9308,1.307,-1.4551,63.2906,57.8753,598.2945,1.6969999999999998,1.974,0.01137247,1191.0,M      ,92,-0.04074,0.03773,1
89919,336.0509549098,39.54361614692,1908929310270484608,0.1983,0.2678,-1.3377,0.3935,7.081,-5.871,0.225,3.959,0.314,15.824000000000002,14.261968,0.002892,14.027403,0.002907,13.064994,0.003833,12.798549,0.043959,-38.63,2.8313,-0.5726,11989.831,2e-08,3e-08,0.9999868,1e-08,1.312e-05,11609.362,2.1565,1.9411,2.3645,1.3051,1.0594,-3.0746,15.7995,,,,,,,B      ,95,0.4693,0.11589,0
11564,133.80716303192,13.79181400318,608602642574860032,0.0236,0.0116,5.1357,0.0275,173.783,38.364,0.03,-169.495,0.024,1.008,14.969870000000002,0.002768,15.931844,0.003645,13.994444,0.003974,13.575614000000002,0.065147,20.62,4.5805,-0.5545,195.5779,0.0,0.0,1e-06,0.0,0.999999,3679.534,0.1939999999999999,0.136,0.186,0.1104,0.0756,8.3944,0.5804,0.5667,0.056833155,0.557,12.438,0.5579586999999999,185.0,M      ,93,0.12933,0.02972,1
29785,35.93254857067,13.46821603711,74703706209205760,0.0182,0.0178,1.6654,0.0212,4.547,-4.134,0.022,1.894,0.021,1.231,12.108912,0.00278,12.367124,0.002865,11.690103,0.003821,11.510676,0.02378,3.19,4.0653,-0.3688,604.1508,0.0,0.0,0.99994355,0.0,5.641e-05,6685.0728,0.3251,0.2834,0.3496,0.1964,0.1532,2.9142,1.6703,1.6291,4.7932277,1.391,1.893,0.45143577,229.0,F      ,92,0.26979,0.02018,0
87773,302.2201834003,27.42932450929,1836770492443922432,0.0085,0.0118,0.8433,0.0166,3.0980000000000003,-2.373,0.012,-1.992,0.0139999999999999,1.215,11.928002,0.002759,12.302442999999998,0.002828,11.371091,0.0037869999999999,11.127027,0.010289,-14.14,3.8325,-0.5345,992.9056,0.0,0.0,0.99999475,0.0,5.22e-06,10220.954,2.0477,1.8344,2.2323,1.238,0.9943,0.1044,3.1101,3.6497,131.06984,3.011,0.306,0.5021498,267.0,B      ,2,0.36001,0.00937,0
69403,322.27653430922,59.54693479756,2191603446156703488,0.0101,0.0096,0.9581,0.0104,3.779,-3.299,0.013,-1.842,0.012,1.061,13.033789,0.002759,13.522116,0.002845,12.376009,0.003793,12.084582,0.031225,-9.0,3.8501,-0.0805,1046.3131,0.0,0.0,0.9999969,0.0,3.15e-06,7283.9614,1.7233,1.4602,1.8229,1.0326,0.7903,1.4751,2.6604,2.6098,18.895576,1.894,1.047,0.45661607,257.0,A      ,95,0.32448,0.01484,0
63354,288.76562803778,41.91152026537,2102282523125563776,0.0123,0.0138,0.7053,0.0148,2.083,2.083,0.016,-0.019,0.018,1.014,11.822615,0.002766,11.934165,0.002903,11.620229,0.003822,11.532645,0.016883,-7.34,3.9517,0.1807,1291.2506,0.0,0.0,0.99987537,0.0,0.00012461,8805.105,0.5013,0.4677,0.5557,0.3068,0.2489,0.8054,2.6460000000000004,2.7399,40.64491,2.292,0.5710000000000001,0.5594621,247.0,A      ,1,0.5182399999999999,0.01462,0
56397,328.57538903641,4.74929650827,2696727093764602752,0.0246,0.0251,5.5393,0.0293,113.558,111.377,0.033,22.151,0.0279999999999999,0.978,14.932813,0.002782,15.944112,0.004522,13.934959,0.004033,13.520313,0.276735,-34.66,4.7083,-0.2078,177.97400000000002,0.0,0.0,0.99296397,0.0,0.00703605,3930.0215,0.6609,0.4638,0.6345,0.376,0.2585,8.1529,0.5465,0.5356,0.061898813,0.584,0.2339999999999999,0.63192636,100.0,M      ,93,-0.17712,0.0515299999999999,1
30839,310.05817453899,31.29719717403,1862413410013116928,0.0121,0.0151,0.1143,0.02,4.063,-2.041,0.016,-3.513,0.021,1.062,14.69363,0.002807,16.396034,0.0043289999999999,13.462143,0.003919,12.886751,0.060903,-94.32,1.2714,-0.1266,4681.727,0.0,0.0,0.9999942,0.0,5.8e-06,3868.7522,2.9877,1.9581,2.7602,1.6567,1.1047,-0.5582,37.2042,35.2876,241.28125,1.475,3.073,0.01378695,1036.0,M      ,94,-0.08094,0.02988,1
19469,61.77039876580999,24.07153258174,54012482219782400,0.0218,0.0125,1.0498,0.0231,8.15,4.57,0.0279999999999999,-6.747999999999999,0.017,1.022,14.375134,0.002762,14.847216,0.003129,13.730151,0.003933,13.482698,0.087573,-5.7,4.2851,-0.4032,838.6655,0.0,0.0,0.9999732,0.0,2.686e-05,6244.8115,1.0595,0.8802,1.1122,0.6328,0.4793,3.8823,1.2319,1.3651,2.3795054,1.167,4.042,0.5311952,302.0,F      ,92,0.2149599999999999,0.02908,0
60299,93.4947955825,-12.39116123307,3000812668109578880,0.0113,0.0118,10.7386,0.0135,63.567,-63.341,0.015,-5.35,0.016,1.147,13.050831,0.002771,14.022239,0.00317,12.070846,0.003875,11.615757,0.021037,24.51,4.6737,-0.4997,92.5147,0.0,0.0,0.99296397,0.0,0.00703605,4777.1167,2.0463,1.5142,2.008,1.1883,0.8199,6.7007,0.613,0.6092,0.10389901,0.6609999999999999,0.285,0.64864224,101.0,M      ,94,-0.07703,0.01884,1
88936,64.58845528133,33.15124018905,175661452284390272,0.0194,0.0149,1.2366,0.0222,9.615,7.791,0.027,-5.635,0.022,1.006,14.477479999999998,0.002767,14.979218,0.0033179999999999,13.808,0.003927,13.474946,0.071739,49.39,4.3981,-0.2183,707.8442,0.0,0.0,0.9999747,0.0,2.526e-05,6039.223000000001,1.0618,0.8725,1.1063,0.6331,0.4732,4.3489,1.0491,1.1803,1.5646273000000002,1.054,5.755,0.58633626,321.0,F      ,95,0.16144,0.03386,0
68744,74.25940069624001,39.74852341057,199247625969523840,0.0273,0.0159,1.8695,0.0259,5.57,5.513,0.034,0.7959999999999999,0.025,0.942,14.869473,0.002788,15.456868,0.003714,14.137724,0.003987,13.818635999999998,0.115572,-29.04,4.5814,-0.1062,488.0201,0.0,0.0,0.99996364,0.0,3.633e-05,5199.701,0.8231,0.6502,0.8347,0.4874,0.3473,5.7723,0.7563,0.8123,0.4302084,0.8590000000000001,5.407,0.6593748,210.0,G      ,95,-0.0035299999999999,0.0362,0
16506,16.18999409676,-73.41496309883,4687192509876663808,0.0511,0.0517,-0.1501,0.0537,1.182,0.382,0.09,-1.119,0.075,0.951,17.122882999999998,0.0030629999999999,17.079615,0.007962,16.995306,0.012067,,,,4.5536,-0.9952,19199.268,0.0,0.0,0.99999785,2.14e-06,0.0,19745.51,0.6542,0.6444,0.7535,0.4057,0.3478,0.0233,1.8397,,,,,,,O      ,999,-1.00508,0.15818,0
90853,78.34639685388001,33.105718725690004,181527346818561152,0.0285,0.0165,0.2285,0.0305,1.429,1.039,0.037,-0.981,0.026,1.021,15.3283,0.002769,16.38522,0.0041189999999999,14.311258,0.003867,13.818559,0.102625,22.7,3.0981,-0.0026,3293.3813,0.0,0.0,0.99999875,0.0,1.29e-06,6097.9775,3.2826,2.4893,3.2715,1.9143,1.3573,0.1714,7.0629,6.8053,57.64605,2.563,0.5579999999999999,0.19320917,444.0,K      ,95,0.16467,0.03537,0
936,33.505598731090004,16.86269692074,80124990024463744,0.0254,0.0212,6.4747,0.0275,91.755,-43.908,0.036,-80.568,0.0279999999999999,1.033,14.732855,0.002811,15.864894,0.003599,13.673418,0.003874,13.112586,0.0523799999999999,-26.26,4.6981,0.0853,152.2459,0.0,0.0,0.9976672,0.0,0.00233278,3813.415,0.71,0.488,0.6835,0.3999,0.2836,8.317,0.5686,0.5779,0.06320323,0.5710000000000001,12.997,0.65739733,244.0,M      ,91,0.01377,0.04868,1
90376,329.27437361085,34.69969707802,1948245479558441216,0.0286,0.0329,0.4302,0.0492,4.058,2.173,0.035,-3.426,0.038,0.981,16.573196,0.002812,16.512125,0.003718,16.70295,0.005148,,,,4.5682,-0.9925,17105.986,0.0,0.0,0.9999989,1.06e-06,0.0,19152.316000000003,0.1997,0.2,0.2319,0.1243,0.1076,0.1867,1.7519999999999998,1.8087,404.8375,,,1.5571433,,B      ,91,0.32366,0.0689299999999999,0
10057,59.56257170886999,16.81532849885,46516733495940736,0.0145,0.0109,2.862,0.0157,10.705,1.887,0.018,-10.537,0.0139999999999999,0.826,12.979775,0.0027719999999999,13.427639,0.002903,12.361681,0.003814,12.105251,0.039804,2.48,4.3934,-0.2932,338.3495,0.0,0.0,0.99996144,0.0,3.857e-05,5714.56,0.6096,0.5013,0.6345,0.3639,0.2706,4.8245,0.9493,0.97,0.89977753,0.984,4.539,0.5442965,250.0,G      ,93,0.14854,0.0165699999999999,0
15195,97.20095769258002,40.83136913171,958193601578026752,0.0169,0.0156,9.3158,0.0192,4.023,-0.073,0.019,4.022,0.016,1.136,13.723372,0.002773,14.753301,0.003137,12.71582,0.003872,12.26498,0.061709,10.02,4.7675,-2.0109,107.0254,0.0,0.0,0.99648726,0.0,0.00351277,5177.7817,2.5625,1.9134,2.5478,1.4864,1.0613,6.6495,0.5201,0.5748,0.06751738,0.602,6.774,0.6440226,258.0,M      ,92,-0.10533,0.03168,1
5518,79.42202631814999,45.56640729794,208789698972288640,0.0117,0.0098,0.5782,0.0143,3.187,1.665,0.016,-2.717,0.015,1.036,12.058867,0.002766,12.352716,0.002867,11.596252,0.003802,11.391025,0.014528,-13.24,3.5394,0.02,1628.7162,0.0,0.0,0.99998677,0.0,1.326e-05,8628.778,1.4175,1.2746,1.5446,0.8584,0.6861,-0.2658,4.4756,4.5594,104.42516,2.768,0.4479999999999999,0.36578253,313.0,A      ,2,0.42575,0.01384,0
8836,53.41233024595,13.61701144186,40982238638065920,0.0258,0.0227,0.1193,0.0296,11.374,9.457,0.038,-6.319,0.031,1.042,14.965006,0.0027719999999999,15.567727,0.0036049999999999,14.208516,0.003935,13.870625,0.106792,222.77,3.2846,-0.2602,4341.7905,0.0,0.0,0.9999914,0.0,8.63e-06,6919.3906,2.0435,1.6909,2.1385,1.2166,0.9219,0.1431,5.6669,5.5221,63.66775,2.536,0.5579999999999999,0.26087078,392.0,G      ,95,0.09185,0.0355399999999999,0
51272,296.1105246238,59.41598920071,2238889386809817984,0.0192,0.0209,4.4473,0.0208,30.206,-15.702,0.026,-25.805,0.024,1.041,15.054326,0.00279,16.071814,0.003685,14.051291,0.003998,13.430676,0.0669309999999999,-17.11,4.6612,0.2535,224.9519,0.0,0.0,0.99648726,0.0,0.00351277,4034.2734,0.7669,0.5401,0.7399,0.4371,0.3029,7.7396,0.6306,0.6303,0.0940447,0.624,12.949000000000002,0.67821133,282.0,M      ,92,-0.05287,0.04123,1
98538,94.73436556428,-0.15015802161,3121771522829726720,0.0131,0.0128,0.6639,0.0155,1.23,0.478,0.016,-1.133,0.0139999999999999,1.199,12.270321,0.002764,12.517496,0.002859,11.863983,0.0038179999999999,11.640494,0.0142,18.12,3.8538,0.4442,1464.2816,0.0,0.0,0.9999877,0.0,1.229e-05,9178.947,1.3097,1.194,1.4368,0.7963,0.6405,0.2545,3.1997,3.2168,66.62914,2.5610000000000004,0.46,0.54674304,261.0,A      ,1,0.44147,0.01867,0
